title,link,category,description,telephone,address,roadAddress,mapx,mapy,search_input,split_list,input_search,stores_url,file_names
파미에소,https://www.instagram.com/famiesso,"음식점>카페,디저트",,,경기도 용인시 처인구 포곡읍 마성리 52,경기도 용인시 처인구 포곡읍 성산로 464-3,328857,519710,경기도 용인시 처인구 포곡읍 카페,"카페,디저트",경기도 용인시 처인구 포곡읍 파미에소,https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20포곡읍%20파미에소&sm=hty&style=v5#/list,파미에소.jpg
화이트바움,,"음식점>카페,디저트",,,경기도 용인시 처인구 포곡읍 유운리 347-1,,331077,522018,경기도 용인시 처인구 포곡읍 카페,"카페,디저트",경기도 용인시 처인구 포곡읍 화이트바움,https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20포곡읍%20화이트바움&sm=hty&style=v5#/list,화이트바움.jpg
이디야 커피  용인에버랜드역점,http://www.ediya.com/,"카페,디저트>카페",,,경기도 용인시 처인구 포곡읍 전대리 356-1,경기도 용인시 처인구 포곡읍 전대로78번길 19-2 102호,330755,520869,경기도 용인시 처인구 포곡읍 커피전문,카페,경기도 용인시 처인구 포곡읍 이디야 커피  용인에버랜드역점,https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20포곡읍%20이디야%20커피%20%20용인에버랜드역점&sm=hty&style=v5#/list,이디야 커피  용인에버랜드역점.jpg
이디야 커피  용인포곡점,,"카페,디저트>카페",,,경기도 용인시 처인구 포곡읍 둔전리 340,경기도 용인시 처인구 포곡읍 포곡로 220 포곡제일빌딩 1층,331677,519604,경기도 용인시 처인구 포곡읍 커피전문,카페,경기도 용인시 처인구 포곡읍 이디야 커피  용인포곡점,https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20포곡읍%20이디야%20커피%20%20용인포곡점&sm=hty&style=v5#/list,이디야 커피  용인포곡점.jpg
카페엘리,https://www.instagram.com/cafe.elly,"음식점>카페,디저트",,,경기도 용인시 처인구 유방동 666-11,경기도 용인시 처인구 유림로 148-3,328932,518112,경기도 용인시 처인구 포곡읍 토스트,"카페,디저트",경기도 용인시 처인구 포곡읍 카페엘리,https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20포곡읍%20카페엘리&sm=hty&style=v5#/list,카페엘리.jpg
앤티앤스 에버랜드점,,"카페,디저트>베이커리",,,경기도 용인시 처인구 포곡읍 가실리 148,경기도 용인시 처인구 포곡읍 에버랜드로 199,329254,521379,경기도 용인시 처인구 포곡읍 핫도그,베이커리,경기도 용인시 처인구 포곡읍 앤티앤스 에버랜드점,https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20포곡읍%20앤티앤스%20에버랜드점&sm=hty&style=v5#/list,앤티앤스 에버랜드점.jpg
그림책카페 감꽃별,http://www.gamflowerstar.com,"음식점>카페,디저트",,,경기도 용인시 처인구 모현읍 오산리 412-1,경기도 용인시 처인구 모현읍 오산로 223-2,325207,524042,경기도 용인시 처인구 모현읍 디저트,"카페,디저트",경기도 용인시 처인구 모현읍 그림책카페 감꽃별,https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20모현읍%20그림책카페%20감꽃별&sm=hty&style=v5#/list,그림책카페 감꽃별.jpg
스틸존,http://instagram.com/cafe_steelzone,"음식점>카페,디저트",,,"경기도 용인시 처인구 모현읍 매산리 203-1 카페스틸존, 1층","경기도 용인시 처인구 모현읍 문현로 166 카페스틸존, 1층",331762,527043,경기도 용인시 처인구 모현읍 디저트,"카페,디저트",경기도 용인시 처인구 모현읍 스틸존,https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20모현읍%20스틸존&sm=hty&style=v5#/list,스틸존.jpg
조아인스튜디오,https://www.joain.com,"음식점>카페,디저트",,,경기도 용인시 처인구 모현읍 동림리 314 조아인스튜디오,경기도 용인시 처인구 모현읍 문형동림로 189 조아인스튜디오,327967,525686,경기도 용인시 처인구 모현읍 디저트,"카페,디저트",경기도 용인시 처인구 모현읍 조아인스튜디오,https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20모현읍%20조아인스튜디오&sm=hty&style=v5#/list,조아인스튜디오.jpg
커피가,https://coffeega8082.modoo.at,"음식점>카페,디저트",,,경기도 용인시 기흥구 중동 1111-9,경기도 용인시 기흥구 동백죽전대로527번길 100-31,324091,520464,경기도 용인시 처인구 모현읍 마카롱,"카페,디저트",경기도 용인시 처인구 모현읍 커피가,https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20모현읍%20커피가&sm=hty&style=v5#/list,커피가.jpg
달콤코지,http://instagram.com/dalcom.cozy,"음식점>카페,디저트",,,경기도 용인시 기흥구 청덕동 556 용인테크노밸리 A동 1층 110호,경기도 용인시 기흥구 구성로 357 용인테크노밸리 A동 1층 110호,324666,521386,경기도 용인시 처인구 모현읍 마카롱,"카페,디저트",경기도 용인시 처인구 모현읍 달콤코지,https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20모현읍%20달콤코지&sm=hty&style=v5#/list,달콤코지.jpg
몽뻬르 베이커리 카페,https://monperebakery.modoo.at,"카페,디저트>베이커리",,,경기도 용인시 처인구 모현읍 능원리 372-1 몽뻬르베이커리카페,경기도 용인시 처인구 모현읍 능원로132번길 2 몽뻬르베이커리카페,326884,525446,경기도 용인시 처인구 모현읍 베이커리,베이커리,경기도 용인시 처인구 모현읍 몽뻬르 베이커리 카페,https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20모현읍%20몽뻬르%20베이커리%20카페&sm=hty&style=v5#/list,몽뻬르 베이커리 카페.jpg
쉐박,http://instagram.com/chez_park,"카페,디저트>베이커리",,,경기도 용인시 처인구 모현읍 능원리 155-2 1층,경기도 용인시 처인구 모현읍 충렬로 1 1층,326885,526756,경기도 용인시 처인구 모현읍 베이커리,베이커리,경기도 용인시 처인구 모현읍 쉐박,https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20모현읍%20쉐박&sm=hty&style=v5#/list,쉐박.jpg
브로드,http://instagram.com/brodbakery_,"카페,디저트>베이커리",,,경기도 용인시 처인구 모현읍 능원리 182-1 102호,경기도 용인시 처인구 모현읍 능곡로 10 102호,327165,526861,경기도 용인시 처인구 모현읍 베이커리,베이커리,경기도 용인시 처인구 모현읍 브로드,https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20모현읍%20브로드&sm=hty&style=v5#/list,브로드.jpg
에스투카페,https://www.instagram.com/s2cafe_yongin/,"카페,디저트>카페",,,경기도 용인시 처인구 모현읍 매산리 582-1,경기도 용인시 처인구 모현읍 곡현로 501,331171,525563,경기도 용인시 처인구 모현읍 샌드위치,카페,경기도 용인시 처인구 모현읍 에스투카페,https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20모현읍%20에스투카페&sm=hty&style=v5#/list,에스투카페.jpg
보보샌드,https://www.instagram.com/bobo_sand,"음식점>카페,디저트",,,경기도 용인시 처인구 모현읍 능원리 182-2 1층 보보샌드,경기도 용인시 처인구 모현읍 능곡로 12 1층 보보샌드,327173,526843,경기도 용인시 처인구 모현읍 샌드위치,"카페,디저트",경기도 용인시 처인구 모현읍 보보샌드,https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20모현읍%20보보샌드&sm=hty&style=v5#/list,보보샌드.jpg
카페팜,,"카페,디저트>카페",,,경기도 용인시 처인구 모현읍 오산리 38-2 1층,경기도 용인시 처인구 모현읍 오산로 45-22 1층,325850,525652,경기도 용인시 처인구 모현읍 스테이크,카페,경기도 용인시 처인구 모현읍 카페팜,https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20모현읍%20카페팜&sm=hty&style=v5#/list,카페팜.jpg
"커피와  와플 , 그리고 수플레",,"카페,디저트>카페",,,경기도 용인시 처인구 모현읍 능원리 35-6,"경기도 용인시 처인구 모현읍 오포로 79 103호 커피와 와플, 그리고 수플레",327165,527011,경기도 용인시 처인구 모현읍 와플,카페,"경기도 용인시 처인구 모현읍 커피와  와플 , 그리고 수플레","https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20모현읍%20커피와%20%20와플%20,%20그리고%20수플레&sm=hty&style=v5#/list","커피와  와플 , 그리고 수플레.jpg"
카페 힐팜,https://blog.naver.com/hillfarmofficial,"카페,디저트>베이커리",,,경기도 용인시 처인구 모현읍 매산리 263-28 힐팜,경기도 용인시 처인구 모현읍 곡현로 620-34 힐팜,331755,526582,경기도 용인시 처인구 모현읍 제과,베이커리,경기도 용인시 처인구 모현읍 카페 힐팜,https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20모현읍%20카페%20힐팜&sm=hty&style=v5#/list,카페 힐팜.jpg
파리바게뜨 용인외대점,https://www.paris.co.kr/,"카페,디저트>베이커리",,,경기도 용인시 처인구 모현읍 왕산리 799-7,경기도 용인시 처인구 모현읍 백옥대로 2391,333681,526399,경기도 용인시 처인구 모현읍 제과,베이커리,경기도 용인시 처인구 모현읍 파리바게뜨 용인외대점,https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20모현읍%20파리바게뜨%20용인외대점&sm=hty&style=v5#/list,파리바게뜨 용인외대점.jpg
디저트39 용인신동백점,,"카페,디저트>카페",,,경기도 용인시 기흥구 동백동 694 143호,경기도 용인시 기흥구 동백죽전대로 507 143호,324845,520723,경기도 용인시 처인구 모현읍 젤리,카페,경기도 용인시 처인구 모현읍 디저트39 용인신동백점,https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20모현읍%20디저트39%20용인신동백점&sm=hty&style=v5#/list,디저트39 용인신동백점.jpg
커피 베이 외대용인점,,"카페,디저트>카페",,,"경기도 용인시 처인구 모현읍 일산리 112-130 용인소상공인회관 101, 102호","경기도 용인시 처인구 모현읍 문현로 348 용인소상공인회관 101, 102호",333397,526393,경기도 용인시 처인구 모현읍 커피전문,카페,경기도 용인시 처인구 모현읍  커피 베이 외대용인점,https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20모현읍%20%20커피%20베이%20외대용인점&sm=hty&style=v5#/list,커피 베이 외대용인점.jpg
이디야 용인외대점,,"카페,디저트>카페",,,경기도 용인시 처인구 모현읍 왕산리 499-5 우주빌딩,경기도 용인시 처인구 모현읍 외대로 36 우주빌딩,334023,526252,경기도 용인시 처인구 모현읍 커피전문,카페,경기도 용인시 처인구 모현읍 이디야 용인외대점,https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20모현읍%20이디야%20용인외대점&sm=hty&style=v5#/list,이디야 용인외대점.jpg
미미 플라워  &  카페,,"음식점>카페,디저트",,,경기도 용인시 기흥구 청덕동 502-8,경기도 용인시 기흥구 구성3로28번길 14,325007,521779,경기도 용인시 처인구 모현읍 플라워카페,"카페,디저트",경기도 용인시 처인구 모현읍 미미 플라워  &  카페,https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20모현읍%20미미%20플라워%20%20&%20%20카페%20&sm=hty&style=v5#/list,미미 플라워  &  카페.jpg
이지카페,https://www.instagram.com/ezcafe99_4,"음식점>카페,디저트",,,경기도 용인시 처인구 모현읍 갈담리 99-4 1층 ez카페,경기도 용인시 처인구 모현읍 갈월로 138 1층 ez카페,334546,524770,경기도 용인시 처인구 모현읍 피자,"카페,디저트",경기도 용인시 처인구 모현읍 이지카페,https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20모현읍%20이지카페&sm=hty&style=v5#/list,이지카페.jpg
나무아래,,"음식점>카페,디저트",,,경기도 용인시 기흥구 청덕동 513 105호 나무아래,경기도 용인시 기흥구 구성2로 42-9 105호 나무아래,324606,521737,경기도 용인시 처인구 모현읍 호두과자,"카페,디저트",경기도 용인시 처인구 모현읍 나무아래,https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20모현읍%20나무아래&sm=hty&style=v5#/list,나무아래.jpg
데니스커피 처인구청점,,"카페,디저트>카페",,,경기도 용인시 처인구 김량장동 334-13,경기도 용인시 처인구 금령로40번길 8,329260,515003,경기도 용인시 처인구 이동읍 과일쥬스,카페,경기도 용인시 처인구 이동읍 데니스커피 처인구청점,https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20이동읍%20데니스커피%20처인구청점&sm=hty&style=v5#/list,데니스커피 처인구청점.jpg
천리 다방,http://instagram.com/cheonri_dabang,"음식점>카페,디저트",,,경기도 용인시 처인구 이동읍 천리 584-29 천리다방,경기도 용인시 처인구 이동읍 백옥대로753번길 13-1 천리다방,329791,511631,경기도 용인시 처인구 이동읍 다방,"카페,디저트",경기도 용인시 처인구 이동읍 천리 다방,https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20이동읍%20천리%20다방%20&sm=hty&style=v5#/list,천리 다방.jpg
덕성 다방,,"음식점>카페,디저트",,,경기도 용인시 처인구 이동읍 덕성리 726-2 덕성다방,경기도 용인시 처인구 이동읍 덕성산단2로6번길 19 덕성다방,329627,508232,경기도 용인시 처인구 이동읍 다방,"카페,디저트",경기도 용인시 처인구 이동읍 덕성 다방,https://m.map.naver.com/search2/search.naver?query=경기도%20용인시%20처인구%20이동읍%20덕성%20다방%20&sm=hty&style=v5#/list,덕성 다방.jpg
